Price,Adj Close,Close,High,Low,Open,Volume
2020-03-11 00:00:00+00:00,60.3263092,60.54499817,62.8465004,59.55699921,62.41350174,54732000
2020-03-12 00:00:00+00:00,55.37675476,55.57749939,59.4375,55.42350006,56.13100052,94326000
2020-03-13 00:00:00+00:00,60.49420547,60.71350098,60.72000122,55.61449814,58.74950027,79400000
2020-03-16 00:00:00+00:00,53.45621872,53.65000153,57.27349854,53.35400009,54.48049927,96520000
2020-03-17 00:00:00+00:00,55.70108032,55.90299988,56.29999924,52.45500183,54.5320015,83194000
2020-03-18 00:00:00+00:00,54.36243057,54.55950165,55.24950027,51.84999847,52.99700165,93044000
2020-03-19 00:00:00+00:00,55.38273621,55.58349991,57.63050079,52.77750015,54.4109993,74064000
2020-03-20 00:00:00+00:00,53.2175827,53.41049957,56.92399979,53.10499954,56.54499817,82878000
2020-03-23 00:00:00+00:00,52.51612473,52.70650101,53.34550095,50.44350052,52.81850052,83672000
2020-03-24 00:00:00+00:00,56.29642487,56.50049973,56.66650009,54.32149887,55.19900131,72468000
2020-03-25 00:00:00+00:00,54.88204956,55.08100128,57.30849838,54.15050125,56.22900009,90324000
2020-03-26 00:00:00+00:00,57.93597794,58.14599991,58.57400131,54.60150146,55.73600006,76562000
2020-03-27 00:00:00+00:00,55.31248856,55.51300049,57.55250168,55.20000076,56.37350082,62794000
2020-03-30 00:00:00+00:00,57.10847473,57.31549835,57.54999924,54.92449951,56.63199997,58736000
2020-03-31 00:00:00+00:00,57.88765335,58.09749985,58.66999817,56.83599854,57.43650055,65228000
2020-04-01 00:00:00+00:00,54.90596008,55.10499954,56.47100067,54.67449951,56.20000076,51970000
2020-04-02 00:00:00+00:00,55.64976501,55.85150146,56.13850021,54.65650177,55,56410000
2020-04-03 00:00:00+00:00,54.4376564,54.63499832,55.9394989,53.75400162,55.73550034,51374000
2020-04-06 00:00:00+00:00,58.94581985,59.15950012,59.53749847,56.25,56.65000153,63320000
2020-04-07 00:00:00+00:00,58.91442871,59.12799835,61.03900146,58.86249924,60.8504982,61620000
2020-04-08 00:00:00+00:00,60.13201523,60.34999847,60.74499893,59.19749832,60.15499878,40334000
2020-04-09 00:00:00+00:00,60.11059189,60.32849884,61.09949875,59.62099838,60.9090004,54028000
2020-04-13 00:00:00+00:00,60.30190277,60.52050018,60.72600174,59.11650085,60.07500076,38702000
2020-04-14 00:00:00+00:00,63.03300476,63.26150131,63.78749847,61.42699814,61.99850082,63358000
2020-04-15 00:00:00+00:00,62.63793564,62.86500168,63.75550079,61.70000076,62.32550049,42236000
2020-04-16 00:00:00+00:00,62.64440918,62.87149811,63.66799927,61.90999985,63.35699844,57896000
2020-04-17 00:00:00+00:00,63.71901321,63.95000076,64.5,63.29999924,64.08499908,51050000
2020-04-20 00:00:00+00:00,62.8297348,63.05749893,63.8409996,62.8219986,63.49449921,35292000
2020-04-21 00:00:00+00:00,60.38908386,60.60800171,62.5,60.25,62.13550186,49648000
2020-04-22 00:00:00+00:00,62.69323349,62.92050171,63.99399948,61.86000061,62.05550003,46296000
2020-04-23 00:00:00+00:00,63.32892609,63.55849838,64.40750122,63.0265007,63.28699875,34202000
2020-04-24 00:00:00+00:00,63.59944534,63.83000183,63.88550186,62.20000076,62.75,37402000
2020-04-27 00:00:00+00:00,63.31348038,63.54299927,64.70500183,63.25299835,64.59999847,44186000
2020-04-28 00:00:00+00:00,61.40689468,61.62950134,64.23799896,61.51900101,64.16000366,80700000
2020-04-29 00:00:00+00:00,66.86660767,67.10900116,68.00749969,66.33650208,67.25,108358000
2020-04-30 00:00:00+00:00,67.09178925,67.33499908,67.5,66.07499695,66.56800079,55842000
2020-05-01 00:00:00+00:00,65.6280899,65.86599731,67.57150269,65.48300171,66.20449829,48872000
2020-05-04 00:00:00+00:00,65.90608215,66.14499664,66.22350311,64.80049896,65.40650177,30806000
2020-05-05 00:00:00+00:00,67.20735931,67.4509964,68.55049896,66.75150299,66.875,39666000
2020-05-06 00:00:00+00:00,67.02851868,67.27149963,68.43450165,67.25650024,67.90000153,31732000
2020-05-07 00:00:00+00:00,68.21670532,68.46399689,68.80000305,67.6269989,68.06549835,30652000
2020-05-08 00:00:00+00:00,68.96698761,69.21700287,69.83200073,68.60050201,69.09100342,33326000
2020-05-11 00:00:00+00:00,69.92601013,70.17949677,70.77649689,68.77500153,68.83950043,32718000
2020-05-12 00:00:00+00:00,68.51065063,68.75900269,70.71649933,68.72550201,70.41100311,33918000
2020-05-13 00:00:00+00:00,67.17298126,67.41649628,69.26650238,66.40049744,68.80799866,40368000
2020-05-14 00:00:00+00:00,67.59794617,67.84300232,67.86849976,66.16500092,66.6760025,36660000
2020-05-15 00:00:00+00:00,68.4050293,68.65299988,68.72899628,66.94999695,67.41300201,41544000
2020-05-18 00:00:00+00:00,69.00884247,69.25900269,69.63800049,67.70999908,68.07900238,47094000
2020-05-19 00:00:00+00:00,68.4717865,68.72000122,69.62449646,68.68800354,69.27400208,31586000
2020-05-20 00:00:00+00:00,70.20350647,70.45800018,70.60150146,69.3710022,69.45800018,38262000
2020-05-21 00:00:00+00:00,70.08344269,70.33750153,70.82299805,69.71949768,70.54949951,30894000
2020-05-22 00:00:00+00:00,70.4067688,70.66200256,70.84999847,69.79750061,70.19499969,28544000
2020-05-26 00:00:00+00:00,70.8117981,71.0684967,72.25550079,70.97000122,72.09799957,44590000
2020-05-27 00:00:00+00:00,70.75749969,71.01399994,71.26750183,69.73000336,71,31684000
2020-05-28 00:00:00+00:00,70.65586853,70.91200256,72.22299957,69.95400238,70,35170000
2020-05-29 00:00:00+00:00,71.41710663,71.6760025,71.83650208,70.7990036,71.02149963,37044000
2020-06-01 00:00:00+00:00,71.48436737,71.74349976,72.07900238,71.11399841,71.28500366,25162000
2020-06-02 00:00:00+00:00,71.85501862,72.1155014,72.15000153,71.08049774,71.75,23442000
2020-06-03 00:00:00+00:00,71.70257568,71.96250153,72.45050049,71.58100128,72.13500214,27732000
2020-06-04 00:00:00+00:00,70.45957184,70.71499634,72.06600189,70.30049896,71.83899689,26982000
2020-06-05 00:00:00+00:00,71.74092865,72.00099945,72.31500244,70.3809967,70.78199768,42642000
2020-06-08 00:00:00+00:00,72.14048767,72.40200043,72.44999695,71.22399902,71.31400299,33878000
2020-06-09 00:00:00+00:00,72.3417511,72.60399628,73.38999939,72.11799622,72.26200104,33624000
2020-06-10 00:00:00+00:00,72.97047424,73.23500061,73.6384964,72.71800232,73.07550049,31762000
2020-06-11 00:00:00+00:00,69.84181976,70.09500122,72.58000183,69.92050171,72.05149841,47144000
2020-06-12 00:00:00+00:00,70.39083099,70.64600372,71.72550201,69.29000092,71.29299927,36676000
2020-06-15 00:00:00+00:00,70.78041077,71.03700256,71.25,69.36000061,69.47450256,30468000
2020-06-16 00:00:00+00:00,72.06227112,72.32350159,72.85849762,71.44950104,72.44999695,30648000
2020-06-17 00:00:00+00:00,72.3646698,72.6269989,73.11000061,71.75650024,72.64700317,30610000
2020-06-18 00:00:00+00:00,71.4469986,71.70600128,72.64849854,71.31199646,72.49250031,34862000
2020-06-19 00:00:00+00:00,70.97470856,71.23200226,72.22499847,70.94999695,72,52784000
2020-06-22 00:00:00+00:00,72.27101135,72.53299713,72.54750061,70.95950317,71.25050354,29442000
2020-06-23 00:00:00+00:00,72.93460083,73.1989975,73.76000214,72.25,72.59999847,37752000
2020-06-24 00:00:00+00:00,71.37625885,71.63500214,73.78949738,71.5,73.16400146,31592000
2020-06-25 00:00:00+00:00,71.79473877,72.05500031,72.11599731,70.97699738,71.56099701,23958000
2020-06-26 00:00:00+00:00,67.88092804,68.1269989,71.85099792,67.75,71.63150024,97640000
2020-06-29 00:00:00+00:00,69.60617065,69.85849762,69.90000153,67.58249664,68.01699829,45074000
2020-06-30 00:00:00+00:00,70.64640045,70.90249634,71.19999695,69.34649658,69.84400177,40286000
2020-07-01 00:00:00+00:00,71.83957672,72.09999847,72.4240036,70.70899963,70.95850372,42182000
2020-07-02 00:00:00+00:00,73.23103333,73.49649811,74.4260025,72.55349731,72.59200287,57218000
2020-07-06 00:00:00+00:00,74.71166229,74.98249817,75.5,73.84899902,74.40750122,44712000
2020-07-07 00:00:00+00:00,74.22692108,74.4960022,76.06600189,74.48500061,74.8065033,42364000
2020-07-08 00:00:00+00:00,74.9084549,75.18000031,75.5585022,74.61499786,75.04000092,31766000
2020-07-09 00:00:00+00:00,75.65872955,75.93299866,76.45700073,74.77950287,75.49649811,41836000
2020-07-10 00:00:00+00:00,76.67255402,76.95050049,77.06700134,75.03600311,75.66249847,35918000
2020-07-13 00:00:00+00:00,75.33840179,75.6115036,78.81800079,75.32800293,77.49700165,42954000
2020-07-14 00:00:00+00:00,75.76833344,76.04299927,76.13999939,74.29650116,74.63950348,38108000
2020-07-15 00:00:00+00:00,75.5700531,75.84400177,76.8164978,74.89150238,76.16149902,31026000
2020-07-16 00:00:00+00:00,75.47241211,75.7460022,75.79550171,74.41349792,75.07499695,26484000
2020-07-17 00:00:00+00:00,75.56855774,75.84249878,76.17150116,74.90499878,75.84549713,34264000
2020-07-20 00:00:00+00:00,77.90957642,78.19200134,78.45050049,75.13500214,75.75,30166000
2020-07-21 00:00:00+00:00,77.51499939,77.79599762,79.35250092,77.6309967,79.25150299,27486000
2020-07-22 00:00:00+00:00,77.95988464,78.24250031,78.34899902,77.16149902,77.78549957,24482000
2020-07-23 00:00:00+00:00,75.56357574,75.83750153,78.51750183,75.42949677,78.29650116,33910000
2020-07-24 00:00:00+00:00,75.13812256,75.41049957,75.77149963,74.37950134,74.95950317,29902000
2020-07-27 00:00:00+00:00,76.19528198,76.47149658,76.87799835,75.61650085,75.66300201,27124000
2020-07-28 00:00:00+00:00,74.91094208,75.18250275,76.30049896,75.02600098,76.25,30910000
2020-07-29 00:00:00+00:00,75.90035248,76.17549896,76.66649628,75.15049744,75.25,22676000
2020-07-30 00:00:00+00:00,76.64067841,76.91850281,77.04450226,74.75849915,74.89849854,36042000
2020-07-31 00:00:00+00:00,74.12877655,74.39749908,75.25099945,72.69999695,74.85250092,91468000
2020-08-03 00:00:00+00:00,73.87021637,74.13800049,74.8864975,73.58599854,74.55000305,45482000
2020-08-04 00:00:00+00:00,73.39892578,73.66500092,74.65550232,73.20149994,74.33550262,37212000
2020-08-05 00:00:00+00:00,73.6873703,73.95449829,74.5,73.56099701,73.84100342,29134000
2020-08-06 00:00:00+00:00,74.97570038,75.24749756,75.31349945,73.59500122,73.80750275,33306000
2020-08-07 00:00:00+00:00,74.64790344,74.91850281,76.00450134,74.31349945,75.45200348,27718000
2020-08-10 00:00:00+00:00,74.57067108,74.84100342,75.35749817,73.87449646,74.54000092,20546000
2020-08-11 00:00:00+00:00,73.75961304,74.02700043,75.52200317,73.90950012,74.69999695,31098000
2020-08-12 00:00:00+00:00,75.08979034,75.36199951,75.58350372,74.25,74.35600281,22512000
2020-08-13 00:00:00+00:00,75.55859375,75.83249664,76.84850311,75.41049957,75.41049957,22388000
2020-08-14 00:00:00+00:00,74.9597702,75.23149872,75.98950195,74.94999695,75.68049622,21942000
2020-08-17 00:00:00+00:00,75.53816986,75.81199646,76.18900299,75.25,75.79850006,19990000
2020-08-18 00:00:00+00:00,77.50802612,77.78900146,77.86849976,76.08350372,76.30599976,28378000
2020-08-19 00:00:00+00:00,76.95154572,77.23049927,78.44300079,77,77.62449646,30472000
2020-08-20 00:00:00+00:00,78.5278244,78.8125,79.00849915,76.72299957,76.99849701,26382000
2020-08-21 00:00:00+00:00,78.49395752,78.77850342,79.59400177,78.1155014,78.58999634,34838000
2020-08-24 00:00:00+00:00,78.97122192,79.25749969,80.43900299,78.7519989,79.62349701,25638000
2020-08-25 00:00:00+00:00,80.00248718,80.29250336,80.44400024,78.89399719,79.00499725,25150000
2020-08-26 00:00:00+00:00,81.90956116,82.20649719,82.63950348,80.0490036,80.31500244,52188000
2020-08-27 00:00:00+00:00,81.13188934,81.4260025,82.39949799,80.94049835,82.33049774,31350000
2020-08-28 00:00:00+00:00,81.67541504,81.97149658,82.06749725,81.28050232,81.47350311,22418000
2020-08-31 00:00:00+00:00,81.18221283,81.47650146,82.22499847,81.26650238,82.17849731,26422000
2020-09-01 00:00:00+00:00,82.45508575,82.7539978,82.96099854,81.47650146,81.60800171,22652000
2020-09-02 00:00:00+00:00,85.55934143,85.86949921,86.30500031,83.0094986,83.40049744,49522000
2020-09-03 00:00:00+00:00,81.18121338,81.47550201,85,80.38549805,84.97599792,63726000
2020-09-04 00:00:00+00:00,78.77493286,79.0605011,81.74949646,76.89849854,80.44999695,55850000
2020-09-08 00:00:00+00:00,75.90483856,76.18000031,77.77749634,75.82499695,76.25,54032000
2020-09-09 00:00:00+00:00,77.08207703,77.3615036,77.93599701,76.25849915,77.44499969,39242000
2020-09-10 00:00:00+00:00,76.02689362,76.30249786,78.68299866,76,77.50900269,33024000
2020-09-11 00:00:00+00:00,75.51425171,75.78800201,76.93499756,74.65100098,76.40750122,30706000
2020-09-14 00:00:00+00:00,75.16899872,75.4414978,77.84999847,75.25550079,76.58249664,42660000
2020-09-15 00:00:00+00:00,76.47875214,76.7559967,77.54949951,76.10500336,76.39450073,23042000
2020-09-16 00:00:00+00:00,75.3314209,75.60449982,77.71849823,75.57949829,77.12400055,22128000
2020-09-17 00:00:00+00:00,74.08344269,74.35199738,74.93299866,73.1230011,74.29049683,40008000
2020-09-18 00:00:00+00:00,72.29242706,72.55449677,74.76000214,71.58100128,74.41500092,63056000
2020-09-21 00:00:00+00:00,71.24872589,71.50700378,72.00299835,70.13400269,71.58100128,56908000
2020-09-22 00:00:00+00:00,72.72735596,72.99099731,73.19850159,71.47499847,72.51599884,33950000
2020-09-23 00:00:00+00:00,70.21496582,70.46949768,72.65399933,70.13400269,72.60449982,37726000
2020-09-24 00:00:00+00:00,70.8860321,71.14299774,71.89949799,70.10749817,70.13400269,34552000
2020-09-25 00:00:00+00:00,71.6931076,71.95300293,72.29699707,70.38400269,71.25250244,30326000
2020-09-28 00:00:00+00:00,72.66956329,72.93299866,73.64949799,72.31400299,73.59950256,30784000
2020-09-29 00:00:00+00:00,73.03623962,73.3010025,73.59999847,72.69999695,73.19550323,31816000
2020-09-30 00:00:00+00:00,73.01531219,73.27999878,74.30999756,72.78800201,73.04699707,40924000
2020-10-01 00:00:00+00:00,74.12628174,74.39499664,74.75350189,73.83999634,74.18299866,32884000
2020-10-02 00:00:00+00:00,72.51712036,72.77999878,73.95149994,72.36750031,72.98149872,31222000
2020-10-05 00:00:00+00:00,73.873703,74.14150238,74.23500061,73.00450134,73.13249969,21602000
2020-10-06 00:00:00+00:00,72.28895569,72.5510025,74.22599792,72.25050354,73.77500153,26096000
2020-10-07 00:00:00+00:00,72.69348145,72.95700073,73.44850159,71.66149902,72.96549988,36108000
2020-10-08 00:00:00+00:00,73.9036026,74.17150116,74.40149689,73.27249908,73.27249908,26076000
2020-10-09 00:00:00+00:00,75.24971008,75.52249908,75.59249878,74.34999847,74.64299774,32966000
2020-10-12 00:00:00+00:00,77.94692993,78.22949982,79.42099762,76.46499634,76.90000153,55344000
2020-10-13 00:00:00+00:00,78.07048798,78.35350037,79.25800323,77.9315033,78.85050201,39072000
2020-10-14 00:00:00+00:00,77.88964081,78.17199707,79.19249725,77.29499817,78.73000336,33174000
2020-10-15 00:00:00+00:00,77.49258423,77.77349854,78.56999969,77.0565033,77.22499847,31210000
2020-10-16 00:00:00+00:00,78.10187531,78.38500214,78.88549805,77.88300323,78.09149933,34194000
2020-10-19 00:00:00+00:00,76.22119141,76.49749756,79.19650269,76.14600372,78.79650116,29734000
2020-10-20 00:00:00+00:00,77.27388,77.55400085,78.69200134,76.02500153,76.15550232,41670000
2020-10-21 00:00:00+00:00,79.01306915,79.29949951,80.75700378,78.35700226,78.49250031,60322000
2020-10-22 00:00:00+00:00,80.04283905,80.33300018,80.67099762,78.87400055,79.25,30512000
2020-10-23 00:00:00+00:00,81.35408783,81.64900208,81.70600128,80.59549713,80.75250244,30548000
2020-10-26 00:00:00+00:00,78.92838287,79.21450043,81.47899628,78.38899994,80.75,35826000
2020-10-27 00:00:00+00:00,79.65524292,79.94400024,80.09999847,78.84950256,79.44650269,25902000
2020-10-28 00:00:00+00:00,75.26715088,75.54000092,77.69049835,75.4240036,77.50050354,45174000
2020-10-29 00:00:00+00:00,77.56282806,77.84400177,79.43699646,75.82749939,75.85099792,55406000
2020-10-30 00:00:00+00:00,80.5136261,80.80549622,84.06600189,80.07849884,83.37200165,99878000
2020-11-02 00:00:00+00:00,80.9226532,81.21600342,82.91200256,80.71199799,81.17700195,44228000
2020-11-03 00:00:00+00:00,81.98579407,82.28299713,82.94999695,80.60549927,81.53800201,31432000
2020-11-04 00:00:00+00:00,86.97720337,87.29250336,88.50150299,85.15000153,85.27899933,71342000
2020-11-05 00:00:00+00:00,87.80669403,88.125,89.59100342,87.05149841,88.52249908,39758000
2020-11-06 00:00:00+00:00,87.66870117,87.9865036,88.42500305,86.83399963,87.56700134,28622000
2020-11-09 00:00:00+00:00,87.75288391,88.07099915,90.84449768,87.87750244,89.7990036,53440000
2020-11-10 00:00:00+00:00,86.57217407,86.88600159,87.96900177,85.80599976,86.4885025,43022000
2020-11-11 00:00:00+00:00,87.04595947,87.3615036,88.14499664,87.15299988,87.41999817,31838000
2020-11-12 00:00:00+00:00,86.82624817,87.14099884,88.24900055,86.89849854,87.09999847,26474000
2020-11-13 00:00:00+00:00,88.2929306,88.61299896,88.85649872,86.7990036,87.40000153,29744000
2020-11-16 00:00:00+00:00,88.38111877,88.70149994,89.71700287,88.0664978,88.20700073,25468000
2020-11-17 00:00:00+00:00,87.7648468,88.08300018,88.85700226,87.97450256,88.39299774,21314000
2020-11-18 00:00:00+00:00,86.71763611,87.03199768,88.25,86.92849731,87.83200073,20108000
2020-11-19 00:00:00+00:00,87.61090851,87.92849731,88.17449951,86.50099945,86.66149902,20106000
2020-11-20 00:00:00+00:00,86.50540924,86.81900024,88.41799927,86.75,88.09999847,27694000
2020-11-23 00:00:00+00:00,86.06600189,86.37799835,87.29949951,85.50900269,87.01100159,22530000
2020-11-24 00:00:00+00:00,87.87644196,88.19499969,88.3239975,86.03649902,86.375,27984000
2020-11-25 00:00:00+00:00,87.88789368,88.20649719,88.51899719,87.41799927,88.39050293,19600000
2020-11-27 00:00:00+00:00,89.02825928,89.35099792,89.85050201,88.22699738,88.22699738,14790000
2020-11-30 00:00:00+00:00,87.4031601,87.72000122,89.01699829,87.39199829,88.78250122,32418000
2020-12-01 00:00:00+00:00,89.44376373,89.76799774,91.08599854,88.15149689,88.33300018,37350000
2020-12-02 00:00:00+00:00,90.91890717,91.24849701,91.63700104,89.25849915,89.76799774,29424000
2020-12-03 00:00:00+00:00,90.76298523,91.09200287,92.1914978,90.84999847,91.02700043,24728000
2020-12-04 00:00:00+00:00,90.85863495,91.18800354,91.47499847,90.67949677,91.01100159,20544000
2020-12-07 00:00:00+00:00,90.52335358,90.85150146,91.46450043,90.15200043,90.77749634,22288000
2020-12-08 00:00:00+00:00,90.23937225,90.5664978,90.79850006,89.56400299,90.4260025,19936000
2020-12-09 00:00:00+00:00,88.57191467,88.89299774,91.41850281,88.09999847,90.51799774,31728000
2020-12-10 00:00:00+00:00,88.06326294,88.38249969,88.74949646,86.67649841,88.12999725,28688000
2020-12-11 00:00:00+00:00,88.41947174,88.73999786,88.8655014,87.63700104,88,18628000
2020-12-14 00:00:00+00:00,87.29653931,87.61299896,89.48999786,87.45649719,88.53600311,33050000
2020-12-15 00:00:00+00:00,87.73595428,88.05400085,88.19999695,87.08350372,87.99299622,21352000
2020-12-16 00:00:00+00:00,87.5421524,87.85949707,88.45549774,87.45300293,88.45549774,24676000
2020-12-17 00:00:00+00:00,86.71115875,87.02549744,88.33550262,86.55750275,88.19650269,34880000
2020-12-18 00:00:00+00:00,85.99923706,86.31099701,87.41799927,85.75,87.3085022,85256000
2020-12-21 00:00:00+00:00,86.41474152,86.72799683,86.84999847,84.69999695,85.45649719,33974000
2020-12-22 00:00:00+00:00,85.70032501,86.01100159,86.63050079,85.28900146,86.46649933,20370000
2020-12-23 00:00:00+00:00,86.09938049,86.41149902,87.20549774,86.05999756,86.19650269,22974000
2020-12-24 00:00:00+00:00,86.39481354,86.70800018,87.12049866,86.21749878,86.44999695,9312000
2020-12-28 00:00:00+00:00,88.37761688,88.69799805,89.34999847,87.09100342,87.24549866,27650000
2020-12-29 00:00:00+00:00,87.57055664,87.88800049,89.42350006,87.75550079,89.3615036,19726000
2020-12-30 00:00:00+00:00,86.49893188,86.8125,88.38800049,86.40000153,88.25,21026000
2020-12-31 00:00:00+00:00,87.31547546,87.63200378,87.875,86.80449677,86.8635025,21070000
2021-01-04 00:00:00+00:00,85.99476624,86.3065033,88.12449646,85.35700226,88,37324000
2021-01-05 00:00:00+00:00,86.68824768,87.00250244,87.34149933,85.84500122,86.25450134,20360000
2021-01-06 00:00:00+00:00,85.83283997,86.14399719,87.19850159,84.80500031,85.01300049,46588000
2021-01-07 00:00:00+00:00,88.39655304,88.71700287,88.89099884,86.33799744,86.33799744,41936000
2021-01-08 00:00:00+00:00,89.56681061,89.89150238,89.96800232,88.06099701,88.85800171,35484000
2021-01-11 00:00:00+00:00,87.49731445,87.8144989,89.21900177,87.60700226,88.85099792,34796000
2021-01-12 00:00:00+00:00,86.55771637,86.87149811,88.39499664,85.81900024,87.26799774,29528000
2021-01-13 00:00:00+00:00,87.04695892,87.36250305,87.81950378,86.36599731,86.36599731,23432000
2021-01-14 00:00:00+00:00,86.23339844,86.54599762,88.37750244,86.30349731,87.4434967,29212000
2021-01-15 00:00:00+00:00,86.06899261,86.3809967,87.3809967,85.58550262,86.4509964,31444000
2021-01-19 00:00:00+00:00,88.90122986,89.22350311,90.19200134,86.64150238,87.15000153,41660000
2021-01-20 00:00:00+00:00,93.66396332,94.00350189,94.98600006,90.97550201,91.3184967,64152000
2021-01-21 00:00:00+00:00,93.86721802,94.20749664,96.60399628,93.97049713,94.68250275,58634000
2021-01-22 00:00:00+00:00,94.28620148,94.62799835,95.21949768,93.82499695,94.57299805,32744000
2021-01-25 00:00:00+00:00,94.37188721,94.71399689,96.09100342,92.95800018,95.63700104,50586000
2021-01-26 00:00:00+00:00,95.05292511,95.39749908,95.78749847,93.8065033,94.29949951,31462000
2021-01-27 00:00:00+00:00,90.61849976,90.9469986,94.02349854,89.86399841,93.74549866,82512000
2021-01-28 00:00:00+00:00,92.32531738,92.66000366,94.39949799,91.55000305,91.55000305,55278000
2021-01-29 00:00:00+00:00,91.03797913,91.36799622,92.3769989,90.07800293,91.7009964,44530000
2021-02-01 00:00:00+00:00,94.31162262,94.65350342,95.77700043,92.22949982,92.22949982,40252000
2021-02-02 00:00:00+00:00,95.60940552,95.95600128,97.46849823,95.3184967,95.65650177,66332000
